000571,新大洲Ａ,,煤炭开采,
000572,海马汽车,3,汽车整车,
000573,粤宏远Ａ,,房地产开发,
000576,广东甘化,,造纸,
000581,威孚高科,3,汽车零部件,
000582,北部湾港,,港口航运,
000584,友利控股,,化工合成材料,
000585,东北电气,,电气设备,
000586,汇源通信,,通信设备,
000587,金叶珠宝,,家用轻工,
000589,黔轮胎Ａ,,化工合成材料,
000590,*ST古汉,,中药,
000591,桐 君 阁,,医药商业,
000592,平潭发展,3,种植业与林业,
000593,大通燃气,,燃气水务,
000595,宝塔实业,,通用设备,
000596,古井贡酒,3,饮料制造,
000597,东北制药,,化学制药,
000598,兴蓉环境,3,燃气水务,
000599,青岛双星,,化工合成材料,
000600,建投能源,,电力,
000601,韶能股份,,电力,
000603,盛达矿业,,有色冶炼加工,
000605,渤海股份,,燃气水务,
000606,青海明胶,,中药,
000607,华媒控股,3,传媒,
000608,阳光股份,,房地产开发,
000609,绵世股份,,房地产开发,
000610,西安旅游,,景点及旅游,
000611,*ST蒙发,,综合,
000612,焦作万方,,有色冶炼加工,
000613,大东海A,,酒店及餐饮,
000615,湖北金环,,化工合成材料,
000616,海航投资,3,房地产开发,
000617,石油济柴,,通用设备,
000619,海螺型材,,建筑材料,
000620,新华联,,房地产开发,
000622,恒立实业,,汽车零部件,
000623,吉林敖东,3,中药,
000625,长安汽车,3,汽车整车,
000626,如意集团,,贸易,
000627,天茂集团,,化学制品,
000628,高新发展,,综合,
000629,攀钢钒钛,3,石油矿业开采,
000630,铜陵有色,3,有色冶炼加工,
000631,顺发恒业,3,房地产开发,
000632,三木集团,,综合,
000633,合金投资,,有色冶炼加工,
000635,英 力 特,,基础化学,
000636,风华高科,,半导体及元件,
000637,茂化实华,,基础化学,
000638,万方发展,,房地产开发,
000639,西王食品,,农产品加工,
000650,仁和药业,3,中药,
000651,格力电器,3,白色家电,
000652,泰达股份,,综合,
000655,金岭矿业,3,石油矿业开采,
000656,金科股份,,房地产开发,
000657,中钨高新,,有色冶炼加工,
000659,*ST中富,,包装印刷,
000661,长春高新,3,生物制品,
000662,索芙特,,化学制品,
000663,永安林业,,种植业与林业,
000665,湖北广电,,通信服务,
000666,经纬纺机,,保险及其他,
000667,美好集团,3,房地产开发,
000668,荣丰控股,,房地产开发,
000669,金鸿能源,,燃气水务,
000670,盈方微,,半导体及元件,
000671,阳 光 城,3,房地产开发,
000672,上峰水泥,,建筑材料,
000673,当代东方,,传媒,
000676,智度投资,,仪器仪表,
000677,*ST海龙,,化工合成材料,
000678,襄阳轴承,,汽车零部件,
000679,大连友谊,,房地产开发,
000680,山推股份,3,专用设备,
000681,视觉中国,,传媒,
000682,东方电子,,电气设备,
000683,远兴能源,,基础化学,
000685,中山公用,3,燃气水务,
000686,东北证券,3,证券,
000687,恒天天鹅,,化工合成材料,
000688,建新矿业,,有色冶炼加工,
000690,宝新能源,3,电力,
000691,亚太实业,,房地产开发,
000692,惠天热电,,电力,
000693,华泽钴镍,3,有色冶炼加工,
000695,滨海能源,,电力,
000697,炼石有色,3,有色冶炼加工,
000698,沈阳化工,,基础化学,
000700,模塑科技,,汽车零部件,
000701,厦门信达,,半导体及元件,
000702,正虹科技,,农产品加工,
000703,恒逸石化,,化工合成材料,
000705,浙江震元,,医药商业,
000707,双环科技,,基础化学,
000708,大冶特钢,,钢铁,
000709,河北钢铁,3,钢铁,
000710,天兴仪表,,汽车零部件,
000711,*ST京蓝,,综合,
000712,锦龙股份,3,证券,
000713,丰乐种业,,种植业与林业,
000715,中兴商业,,零售,
000716,黑芝麻,,食品加工制造,
000717,韶钢松山,,钢铁,
000718,苏宁环球,3,房地产开发,
000719,大地传媒,,传媒,
000720,新能泰山,,电力,
000721,西安饮食,,酒店及餐饮,
000722,湖南发展,,电力,
000723,美锦能源,,煤炭开采,
000725,京东方Ａ,3,光学光电子,
000726,鲁  泰Ａ,,纺织制造,
000727,华东科技,,光学光电子,
000728,国元证券,3,证券,
000729,燕京啤酒,3,饮料制造,
000731,四川美丰,3,化学制品,
000732,泰禾集团,3,房地产开发,
000733,振华科技,,半导体及元件,
000735,罗 牛 山,,养殖业,
000736,中房地产,,房地产开发,
000737,南风化工,,化学制品,
000738,中航动控,3,国防军工,
000739,普洛药业,3,化学制药,
000748,长城信息,3,计算机设备,
000750,国海证券,3,证券,
000751,锌业股份,,有色冶炼加工,
000752,西藏发展,,饮料制造,
000753,漳州发展,,交运设备服务,
000755,山西三维,,化工新材料,
000756,新华制药,,化学制药,
000757,浩物股份,,汽车零部件,
000758,中色股份,3,有色冶炼加工,
000759,中百集团,,零售,
000760,斯太尔,,汽车零部件,
000761,本钢板材,3,钢铁,
000762,西藏矿业,3,石油矿业开采,
000766,通化金马,,中药,
000767,漳泽电力,,电力,
000768,中航飞机,3,国防军工,
000776,广发证券,3,证券,
000777,中核科技,3,通用设备,
000778,新兴铸管,3,钢铁,
000779,三毛派神,,纺织制造,
000780,平庄能源,3,煤炭开采,
000782,美达股份,,化工合成材料,
000783,长江证券,3,证券,
000785,武汉中商,,零售,
000786,北新建材,3,建筑材料,
000788,北大医药,3,化学制药,
000789,万年青,3,建筑材料,
000790,华神集团,3,中药,
000791,甘肃电投,,电力,
000792,盐湖股份,3,化学制品,
000793,华闻传媒,3,传媒,
000795,太原刚玉,,新材料,
000796,易食股份,,食品加工制造,
000797,中国武夷,,房地产开发,
000798,中水渔业,,养殖业,
000799,*ST酒鬼,,饮料制造,
000800,一汽轿车,3,汽车整车,
000801,四川九洲,3,国防军工,
000802,北京文化,,传媒,
000803,金宇车城,,房地产开发,
000806,银河投资,,电气设备,
000807,云铝股份,3,有色冶炼加工,
000809,铁岭新城,,房地产开发,
000810,创维数字,,视听器材,
000811,烟台冰轮,3,通用设备,
000812,陕西金叶,3,包装印刷,
000813,天山纺织,,有色冶炼加工,
000815,*ST美利,,造纸,
000816,智慧农业,3,通用设备,
000818,方大化工,,化工新材料,
000819,岳阳兴长,,基础化学,
000820,金城股份,,造纸,
000821,京山轻机,,专用设备,
000822,山东海化,,基础化学,
000823,超声电子,3,半导体及元件,
000825,太钢不锈,3,钢铁,
000826,桑德环境,3,环保工程,
000828,东莞控股,,公路铁路运输,
000829,天音控股,3,零售,
000830,鲁西化工,3,化学制品,
000831,五矿稀土,3,有色冶炼加工,
000833,贵糖股份,,造纸,
000835,长城动漫,,传媒,
000836,鑫茂科技,,通信设备,
000837,秦川机床,,通用设备,
000838,国兴地产,,房地产开发,
000839,中信国安,3,综合,
000848,承德露露,3,饮料制造,
000850,华茂股份,,纺织制造,
000851,高鸿股份,3,通信设备,
000852,石化机械,,专用设备,
000856,冀东装备,,专用设备,
000858,五 粮 液,3,饮料制造,
000859,国风塑业,,化工合成材料,
000860,顺鑫农业,3,饮料制造,
000861,海印股份,,零售,
000862,银星能源,,电力,
000863,三湘股份,,房地产开发,
000868,安凯客车,3,汽车整车,
000869,张  裕Ａ,3,饮料制造,
000875,吉电股份,,电力,
000876,新 希 望,3,农产品加工,
000877,天山股份,3,建筑材料,
000878,云南铜业,3,有色冶炼加工,
000880,潍柴重机,,通用设备,
000881,大连国际,,综合,
000882,华联股份,,零售,
000883,湖北能源,3,电力,
000885,同力水泥,,建筑材料,
000886,海南高速,,房地产开发,
000887,中鼎股份,3,汽车零部件,
000888,峨眉山Ａ,,景点及旅游,
000889,茂业物流,,零售,
000890,法 尔 胜,,通用设备,
000892,*ST星美,,综合,
000893,东凌粮油,,农产品加工,
000895,双汇发展,3,食品加工制造,
000897,津滨发展,3,房地产开发,
000898,鞍钢股份,3,钢铁,
000899,赣能股份,,电力,
000900,现代投资,,公路铁路运输,
000901,航天科技,3,仪器仪表,
000902,新洋丰,,化学制品,
000903,云内动力,,汽车零部件,
000905,厦门港务,3,港口航运,
000906,物产中拓,,贸易,
000908,景峰医药,,化学制药,
000909,数源科技,,房地产开发,
000910,大亚科技,,家用轻工,
000911,南宁糖业,,农产品加工,
000912,*ST天化,,化学制品,
000913,钱江摩托,,非汽车交运,
000915,山大华特,3,化学制药,
000916,华北高速,,公路铁路运输,
000917,电广传媒,3,通信服务,
000918,嘉凯城,,房地产开发,
000919,金陵药业,,医疗器械服务,
000920,南方汇通,,非汽车交运,
000921,海信科龙,3,白色家电,
000922,佳电股份,,电气设备,
000923,河北宣工,,专用设备,
000925,众合科技,,非汽车交运,
000926,福星股份,3,房地产开发,
000927,*ST夏利,,汽车整车,
000928,中钢国际,,建筑装饰,
000929,兰州黄河,,饮料制造,
000930,中粮生化,3,农产品加工,
000931,中 关 村,,化学制药,
000932,华菱钢铁,,钢铁,
000933,神火股份,3,综合,
000935,四川双马,,建筑材料,
000936,华西股份,,化工合成材料,
000937,冀中能源,3,煤炭开采,
000938,紫光股份,3,计算机设备,
000939,凯迪电力,3,环保工程,
000948,南天信息,,计算机设备,
000949,新乡化纤,,化工合成材料,
000950,建峰化工,,化学制品,
000951,中国重汽,,汽车整车,
000952,广济药业,,化学制药,
000953,河池化工,,化学制品,
000955,欣龙控股,,纺织制造,
000957,中通客车,,汽车整车,
000958,东方能源,,电力,
000959,首钢股份,,钢铁,
000960,锡业股份,3,有色冶炼加工,
000961,中南建设,3,房地产开发,
000962,东方钽业,3,新材料,
000963,华东医药,3,医药商业,
000965,天保基建,,房地产开发,
000966,长源电力,,电力,
000967,上风高科,,电气设备,
000968,煤 气 化,3,煤炭开采,
000969,安泰科技,3,新材料,
000970,中科三环,3,新材料,
000971,蓝鼎控股,,纺织制造,
000972,新中基,,农产品加工,
000973,佛塑科技,3,化工合成材料,
000975,银泰资源,3,有色冶炼加工,
000976,*ST春晖,,化工合成材料,
000977,浪潮信息,3,计算机设备,
000978,桂林旅游,,景点及旅游,
000979,中弘股份,3,房地产开发,
000980,金马股份,,汽车零部件,
000981,银亿股份,,房地产开发,
000982,中银绒业,,纺织制造,
000983,西山煤电,3,煤炭开采,
000985,大庆华科,,化学制品,
000987,广州友谊,,零售,
000988,华工科技,3,其他电子,
000989,九 芝 堂,3,中药,
000990,诚志股份,,化学制品,
000993,闽东电力,,电力,
000995,*ST皇台,,饮料制造,
000996,中国中期,3,交运设备服务,
000997,新 大 陆,3,计算机设备,
000998,隆平高科,3,种植业与林业,
000999,华润三九,3,中药,
001696,宗申动力,,汽车零部件,
001896,豫能控股,,电力,
002001,新 和 成,3,化学制药,
002002,鸿达兴业,,基础化学,
002003,伟星股份,,纺织制造,
002004,华邦颖泰,3,化学制品,
002005,德豪润达,3,光学光电子,
002006,精功科技,,专用设备,
002007,华兰生物,3,生物制品,
002008,大族激光,3,其他电子,
002009,天奇股份,,专用设备,
002010,传化股份,,化学制品,
002011,盾安环境,3,白色家电,
002012,凯恩股份,,造纸,
002013,中航机电,,国防军工,
002014,永新股份,,包装印刷,
002015,*ST霞客,,化工合成材料,
002016,世荣兆业,3,房地产开发,
002017,东信和平,,通信设备,
002018,华信国际,,化学制品,
002019,亿帆鑫富,,医药商业,
002020,京新药业,,化学制药,
002021,中捷资源,,专用设备,
002022,科华生物,3,生物制品,
002023,海特高新,3,国防军工,
002024,苏宁云商,3,零售,
002025,航天电器,3,电子制造,
002026,山东威达,,通用设备,
002027,七喜控股,,计算机设备,
002028,思源电气,3,电气设备,
002029,七 匹 狼,3,服装家纺,
002030,达安基因,3,生物制品,
002031,巨轮股份,,通用设备,
002032,苏 泊 尔,,白色家电,
002033,丽江旅游,,景点及旅游,
002034,美 欣 达,,纺织制造,
002035,华帝股份,,白色家电,
002036,汉麻产业,,纺织制造,
002037,久联发展,,化学制品,
002038,双鹭药业,3,生物制品,
002039,黔源电力,,电力,
002040,南 京 港,,港口航运,
002041,登海种业,3,种植业与林业,
002042,华孚色纺,,纺织制造,
002043,兔 宝 宝,,建筑材料,
002044,江苏三友,,服装家纺,
002045,国光电器,,电子制造,
002046,轴研科技,,通用设备,
002047,宝鹰股份,,建筑装饰,
002048,宁波华翔,3,汽车零部件,
002049,同方国芯,3,半导体及元件,
002050,三花股份,3,白色家电,
002051,中工国际,3,建筑装饰,
002052,同洲电子,,视听器材,
002053,云南盐化,,基础化学,
002054,德美化工,,化学制品,
002055,得润电子,3,电子制造,
002056,横店东磁,3,其他电子,
002057,中钢天源,,新材料,
002058,威 尔 泰,,电气设备,
002059,云南旅游,,景点及旅游,
002060,粤 水 电,,建筑装饰,
002061,江山化工,,化工新材料,
002062,宏润建设,,建筑装饰,
002063,远光软件,3,计算机应用,
002064,华峰氨纶,3,化工合成材料,
002065,东华软件,3,计算机应用,
002066,瑞泰科技,,建筑材料,
002067,景兴纸业,3,造纸,
002068,黑猫股份,,化工合成材料,
002069,獐 子 岛,3,养殖业,
002070,众和股份,3,纺织制造,
002071,长城影视,,传媒,
002072,凯瑞德,,纺织制造,
002073,软控股份,3,专用设备,
002074,东源电器,,电气设备,
002075,沙钢股份,,钢铁,
002076,雪 莱 特,,其他电子,
002077,大港股份,,园区开发,
002078,太阳纸业,3,造纸,
002079,苏州固锝,3,半导体及元件,
002080,中材科技,,化工新材料,
002081,金 螳 螂,3,建筑装饰,
002082,栋梁新材,,建筑材料,
002083,孚日股份,,纺织制造,
002084,海鸥卫浴,,家用轻工,
002085,万丰奥威,,汽车零部件,
002086,东方海洋,,养殖业,
002087,新野纺织,,纺织制造,
002088,鲁阳股份,,建筑材料,
002089,新 海 宜,,通信设备,
002090,金智科技,,电气设备,
002091,江苏国泰,3,贸易,
002092,中泰化学,3,基础化学,
002093,国脉科技,3,通信设备,
002094,青岛金王,,家用轻工,
002095,生 意 宝,3,通信服务,
002096,南岭民爆,,化学制品,
002097,山河智能,,专用设备,
002098,浔兴股份,,纺织制造,
002099,海翔药业,,化学制药,
002100,天康生物,,农产品加工,
002101,广东鸿图,,汽车零部件,
002102,冠福股份,,贸易,
002103,广博股份,,包装印刷,
002104,恒宝股份,3,通信设备,
002105,信隆实业,,非汽车交运,
002106,莱宝高科,3,光学光电子,
002107,沃华医药,,中药,
002108,沧州明珠,3,化工合成材料,
002109,兴化股份,,化学制品,
002110,三钢闽光,,钢铁,
002111,威海广泰,,专用设备,
002112,三变科技,,电气设备,
002113,天润控股,,综合,
002114,罗平锌电,,有色冶炼加工,
002115,三维通信,,通信设备,
002116,中国海诚,,建筑装饰,
002117,东港股份,3,包装印刷,
002118,紫鑫药业,3,中药,
002119,康强电子,,半导体及元件,
002120,新海股份,,家用轻工,
002121,科陆电子,,电气设备,
002122,天马股份,,通用设备,
002123,荣信股份,,电气设备,
002124,天邦股份,,农产品加工,
002125,湘潭电化,,基础化学,
002126,银轮股份,,汽车零部件,
002127,新民科技,,化工合成材料,
002128,露天煤业,3,煤炭开采,
002129,中环股份,3,半导体及元件,
002130,沃尔核材,3,新材料,
002131,利欧股份,,综合,
002132,恒星科技,,通用设备,
002133,广宇集团,,房地产开发,
002134,天津普林,,半导体及元件,
002135,东南网架,,建筑装饰,
002136,安 纳 达,,化学制品,
002137,实 益 达,,光学光电子,
002138,顺络电子,3,半导体及元件,
002139,拓邦股份,,电子制造,
002140,东华科技,3,建筑装饰,
002141,蓉胜超微,,其他电子,
002142,宁波银行,3,银行,
002143,印纪传媒,,传媒,
002144,宏达高科,,纺织制造,
002145,中核钛白,,化学制品,
002146,荣盛发展,3,房地产开发,
002147,方圆支承,,通用设备,
002148,北纬通信,3,传媒,
002149,西部材料,,新材料,
002150,通润装备,,通用设备,
002151,北斗星通,3,国防军工,
002152,广电运通,3,计算机设备,
002153,石基信息,3,计算机应用,
002154,报 喜 鸟,3,服装家纺,
002155,湖南黄金,,有色冶炼加工,
002156,通富微电,,半导体及元件,
002157,正邦科技,,农产品加工,
002158,汉钟精机,3,通用设备,
002159,三特索道,,景点及旅游,
002160,常铝股份,,有色冶炼加工,
002161,远 望 谷,3,其他电子,
002162,斯米克,,建筑材料,
002163,中航三鑫,,建筑材料,
002164,宁波东力,,通用设备,
002165,红 宝 丽,,化工新材料,
002166,莱茵生物,,中药,
002167,东方锆业,,有色冶炼加工,
002168,深圳惠程,,电气设备,
002169,智光电气,,电气设备,
002170,芭田股份,,化学制品,
002171,楚江新材,,有色冶炼加工,
002172,澳洋科技,,化工合成材料,
002173,千足珍珠,,养殖业,
002174,游族网络,,传媒,
002175,东方网络,,仪器仪表,
002176,江特电机,3,电气设备,
002177,御银股份,,计算机设备,
002178,延华智能,,建筑装饰,
002179,中航光电,3,电子制造,
002180,艾派克,,半导体及元件,
002181,粤 传 媒,3,传媒,
002182,云海金属,,新材料,
002183,怡 亚 通,3,物流,
002184,海得控制,,电气设备,
002185,华天科技,3,半导体及元件,
002186,全 聚 德,,酒店及餐饮,
002187,广百股份,,零售,
002188,新 嘉 联,,电子制造,
002189,利达光电,,光学光电子,
002190,成飞集成,3,国防军工,
002191,劲嘉股份,3,包装印刷,
002192,*ST路翔,,基础化学,
002193,山东如意,,纺织制造,
002194,武汉凡谷,,通信设备,
002195,二三四五,,计算机应用,
002196,方正电机,,电气设备,
002197,证通电子,,计算机设备,
002198,嘉应制药,,中药,
002199,东晶电子,,半导体及元件,
002200,云投生态,,建筑装饰,
002201,九鼎新材,,化工新材料,
002202,金风科技,3,电气设备,
002203,海亮股份,3,有色冶炼加工,
002204,大连重工,3,通用设备,
002205,国统股份,,建筑材料,
002206,海 利 得,,化工合成材料,
002207,准油股份,,采掘服务,
002208,合肥城建,,房地产开发,
002209,达 意 隆,,专用设备,
002210,飞马国际,,物流,
002211,宏达新材,,化学制品,
002212,南洋股份,,电气设备,
002213,特 尔 佳,,汽车零部件,
002214,大立科技,,其他电子,
002215,诺 普 信,,化学制品,
002216,三全食品,,食品加工制造,
002217,合力泰,,光学光电子,
002218,拓日新能,,电气设备,
002219,恒康医疗,3,中药,
002220,天宝股份,,农产品加工,
002221,东华能源,3,基础化学,
002222,福晶科技,,半导体及元件,
002223,鱼跃医疗,3,医疗器械服务,
002224,三 力 士,,化工合成材料,
002225,濮耐股份,,建筑材料,
002226,江南化工,,化学制品,
002227,奥 特 迅,,电气设备,
002228,合兴包装,,包装印刷,
002229,鸿博股份,3,包装印刷,
002230,科大讯飞,3,计算机应用,
002231,奥维通信,,通信设备,
002232,启明信息,,计算机应用,
002233,塔牌集团,3,建筑材料,
002234,民和股份,,养殖业,
002235,安妮股份,,造纸,
002236,大华股份,3,计算机设备,
002237,恒邦股份,3,有色冶炼加工,
002238,天威视讯,,通信服务,
002239,奥特佳,,服装家纺,
002240,威华股份,,家用轻工,
002241,歌尔声学,3,电子制造,
002242,九阳股份,3,白色家电,
002243,通产丽星,,包装印刷,
002244,滨江集团,3,房地产开发,
002245,澳洋顺昌,,物流,
002246,北化股份,,化工新材料,
002247,帝龙新材,,家用轻工,
002248,华东数控,,通用设备,
002249,大洋电机,,电气设备,
002250,联化科技,3,化学制品,
002251,步 步 高,3,零售,
002252,上海莱士,3,生物制品,
002253,川大智胜,,计算机应用,
002254,泰和新材,,化工合成材料,
002255,海陆重工,,电气设备,
002256,彩虹精化,,化学制品,
002258,利尔化学,,化学制品,
002259,升达林业,,家用轻工,
002260,德奥通航,,白色家电,
002261,拓维信息,3,传媒,
002262,恩华药业,3,化学制药,
002263,大 东 南,,化工合成材料,
002264,新 华 都,,零售,
002265,西仪股份,,汽车零部件,
002266,浙富控股,3,电气设备,
002267,陕天然气,3,燃气水务,
002268,卫 士 通,3,计算机应用,
002269,美邦服饰,3,服装家纺,
002270,法因数控,,通用设备,
002271,东方雨虹,,建筑材料,
002272,川润股份,,通用设备,
002273,水晶光电,3,光学光电子,
002274,华昌化工,,化学制品,
002275,桂林三金,3,中药,
002276,万马股份,3,电气设备,
002277,友阿股份,3,零售,
002278,神开股份,,专用设备,
002279,久其软件,,计算机应用,
002280,联络互动,,传媒,
002281,光迅科技,3,通信设备,
002282,博深工具,,通用设备,
002283,天润曲轴,,汽车零部件,
002284,亚太股份,,汽车零部件,
002285,世联行,3,房地产开发,
002286,保龄宝,,农产品加工,
002287,奇正藏药,3,中药,
002288,超华科技,,半导体及元件,
002289,宇顺电子,,光学光电子,
002290,禾盛新材,,白色家电,
002291,星期六,,服装家纺,
002292,奥飞动漫,3,传媒,
002293,罗莱家纺,3,服装家纺,
002294,信立泰,3,化学制药,
002295,精艺股份,,有色冶炼加工,
002296,辉煌科技,,计算机应用,
002297,博云新材,,国防军工,
002298,鑫龙电器,,电气设备,
002299,圣农发展,3,养殖业,
002300,太阳电缆,,电气设备,
002301,齐心集团,,家用轻工,
002302,西部建设,,建筑材料,
002303,美盈森,,包装印刷,
002304,洋河股份,3,饮料制造,
002305,南国置业,,房地产开发,
002306,*ST云网,,酒店及餐饮,
002307,北新路桥,3,建筑装饰,
002308,威创股份,3,计算机设备,
002309,中利科技,,电气设备,
002310,东方园林,3,建筑装饰,
002311,海大集团,3,农产品加工,
002312,三泰控股,3,计算机设备,
002313,日海通讯,3,通信设备,
002314,雅致股份,,建筑材料,
002315,焦点科技,,通信服务,
002316,键桥通讯,,通信设备,
002317,众生药业,3,中药,
002318,久立特材,3,钢铁,
002319,乐通股份,,化学制品,
002320,海峡股份,,港口航运,
002321,华英农业,,养殖业,
002322,理工监测,,电气设备,
002323,中联电气,,建筑装饰,
002324,普利特,,化工合成材料,
002325,洪涛股份,3,建筑装饰,
002326,永太科技,,化学制品,
002327,富安娜,,服装家纺,
002328,新朋股份,,汽车零部件,
002329,皇氏集团,,食品加工制造,
002330,得利斯,,食品加工制造,
002331,皖通科技,,计算机应用,
002332,仙琚制药,,化学制药,
002333,罗普斯金,,建筑材料,
002334,英威腾,,电气设备,
002335,科华恒盛,,电气设备,
002336,人人乐,,零售,
002337,赛象科技,,专用设备,
002338,奥普光电,,仪器仪表,
002339,积成电子,,电气设备,
002340,格林美,3,新材料,
002341,新纶科技,,环保工程,
002342,巨力索具,,通用设备,
002343,禾欣股份,,化工合成材料,
002344,海宁皮城,3,零售,
002345,潮宏基,,家用轻工,
002346,柘中股份,,建筑材料,
002347,泰尔重工,,通用设备,
002348,高乐股份,,家用轻工,
002349,精华制药,,中药,
002350,北京科锐,,电气设备,
002351,漫步者,,电子制造,
002352,鼎泰新材,,通用设备,
002353,杰瑞股份,3,专用设备,
002354,天神娱乐,,传媒,
002355,兴民钢圈,3,汽车零部件,
002356,浩宁达,,电气设备,
002357,富临运业,,公交,
